n,selectsort,mergesort,quicksort
7922,20579867,427149,1621931
7923,18696883,547349,1482421
7924,19408776,349988,1264085
7925,19861029,358350,1301473
7926,19733631,384254,1317089
7927,19599974,360024,1316638
7928,19820504,359680,1309305
7929,21968280,414989,1483887
7930,19518720,357191,1283595
7931,18513303,427949,1490395
7932,18745278,348751,1266666
7933,19690450,373600,1431754
7934,21960574,429961,1630449
7935,20161811,367142,1358213
7936,20403073,364414,1322463
7937,19490237,359704,1341176
7938,19753987,357616,1355983
7939,19642254,417231,1503678
7940,20194589,381666,1310351
7941,20653829,372054,1490805
7942,27866148,384682,1508967
7943,19612174,358147,1300056
7944,20298183,349543,1311913
7945,19250865,376113,1266307
7946,20221519,348832,1347112
7947,19692610,348147,1516322
7948,19611610,358146,1314814
7949,21619928,367104,1326259
7950,20714019,362581,1360897
7951,19306189,400982,1266711
7952,18547034,348483,1651813
7953,19196213,391890,1341718
7954,21234365,368924,1302751
7955,18916072,348442,1646473
7956,19315516,358499,1353079
7957,20010580,403460,1448726
7958,20173753,415648,1675808
7959,19557404,391624,1428684
7960,19880681,348965,1347811
7961,19047238,358071,1348511
7962,20645409,359560,1327499
7963,20178987,358431,1331682
7964,19098624,379328,1327406
7965,19114080,379263,1467841
7966,19750829,359032,1305965
7967,20510981,380640,1392623
7968,21836848,408548,1474884
7969,20059621,404395,1333062
7970,20228100,381124,1347835
7971,19925578,417050,1471974
7972,21498501,465003,1621184
7973,21262337,348422,1276324
7974,20348841,349009,1407351
7975,18928423,362053,1364988
7976,20365850,402771,1435462
7977,19702974,612276,1400461
7978,18978546,478602,1492093
7979,19374781,349007,1353659
7980,19067226,348121,1273675
7981,19791931,358435,1322696
7982,19759481,358222,1309008
7983,19325217,359269,1314703
7984,19549850,348806,1484724
7985,20131905,357866,1374155
7986,20149369,367802,1319559
7987,21969870,434653,1687836
7988,21338666,482470,1565701
7989,19844817,361928,1420032
7990,20183358,358379,1341053
7991,20282165,358579,1320567
7992,20995850,360151,1314501
7993,19662732,347869,1393550
7994,20060332,350204,1314666
7995,20523454,424970,1578546
7996,20831550,443701,1646234
7997,21650672,416153,1330816
7998,19487003,357649,1345568
7999,23734981,415090,1471913
8000,18701661,348586,1382788
8001,19964263,349218,1522592
8002,20029628,348382,1556970
8003,20055985,380845,1612789
8004,20499368,410377,1484780
8005,19362222,390759,1433798
8006,19504178,348766,1311014
8007,19648437,409629,1490094
8008,20117631,411985,1396080
8009,20257696,358453,1311683
8010,19612346,403656,1523676
8011,19721922,370270,1277453
8012,19817892,421932,1471106
8013,20926605,380654,1433375
8014,19839061,442708,1622969
8015,20709362,348691,1321583
8016,19781759,391135,1421308
8017,21657365,358568,1361066
8018,19477840,355223,1282071
8019,19090107,348817,1453613
8020,19433991,348874,1278847
8021,19894046,350874,1490441
8022,20731823,448627,1397490
8023,20908768,443020,1502628
8024,23030640,417361,1675973
8025,20457140,391645,1398806
8026,20738886,465577,1639804
8027,20419952,455734,1530148
8028,22296431,379492,1426883
8029,20559065,348775,1279901
8030,20336784,351088,1348242
8031,20162576,350778,1472635
8032,19772460,379986,1412668
8033,20420397,349169,1280009
8034,20076522,370199,1355210
8035,20041887,352108,1454598
8036,20128863,383072,1349798
8037,21100353,417273,1529443
8038,20305500,390833,1282098
8039,19657775,497634,1451405
8040,19070321,358939,1338462
8041,20820234,405265,1381695
8042,21198593,365842,1542104
8043,21770366,384543,1378953
8044,20921978,397380,1398248
8045,20482403,359455,1322020
8046,19572211,358828,1311113
8047,20108520,403994,1488453
8048,21975647,400218,1484530
8049,21176204,380837,1401861
8050,19422405,359485,1321652
8051,20216737,358350,1339207
8052,19461810,349230,1472512
8053,19420706,437102,1282393
8054,19879943,349826,1368363
8055,20469290,618008,1590501
8056,19729542,391213,1394309
8057,21499652,381801,1491681
8058,22321188,431071,1584761
8059,20987012,430871,1585584
8060,22405111,551503,1894941
8061,27259637,379781,1336694
8062,23407517,474455,1692240
8063,20131262,394840,1592233
8064,20526016,348837,1443180
8065,19890904,386999,1447909
8066,23004847,432108,1586527
8067,19315096,349131,1285395
8068,20838507,364087,1402755
8069,22274126,379824,1348387
8070,21189293,395150,1403271
8071,20478338,512845,1503759
8072,21216093,359888,1328363
8073,20851994,417602,1540447
8074,23067665,403649,1535998
8075,24234358,393255,1570164
8076,25277602,422868,1536718
8077,24191547,489972,1535593
8078,19634882,402239,1349343
8079,20595170,393210,1430683
8080,22083650,446593,1613686
8081,23689892,475557,1785167
8082,21896994,453244,1499585
8083,20420980,348892,1304038
8084,20631998,375965,1382516
8085,22449686,466572,1714175
8086,22541705,502343,1662713
8087,22211299,385004,1435290
8088,22588460,453978,1677169
8089,20492090,417161,1489631
8090,21322955,456609,1629020
8091,22943136,454027,1559509
8092,21927977,427582,1354641
8093,24095724,479014,1729904
8094,23675198,420437,1445738
8095,21984382,369985,1315018
8096,20062771,349848,1289778
8097,19853141,349928,1469698
8098,22233008,349984,1610126
8099,20260892,349739,1587134
8100,20388697,358884,1344968
8101,20736720,349333,1348171
8102,19973295,360132,1338046
8103,20227007,382470,1447886
8104,20232295,350303,1354465
8105,20415760,369207,1474261
8106,20075149,350111,1377700
8107,21329457,386552,1387504
8108,19941821,360022,1327523
8109,20621714,360065,1336558
8110,21468770,359011,1327011
8111,21621761,359924,1380479
8112,22742521,381646,1366882
8113,21325496,394705,1671997
8114,19943282,359214,1327930
8115,20041795,414827,1342430
8116,20313336,448923,1367527
8117,21116047,456637,1639079
8118,20574197,360608,1414305
8119,21772509,445139,1481077
8120,26187802,358783,1372681
8121,20124259,418615,1527139
8122,20518338,359687,1329815
8123,20714235,425878,2268085
8124,20408594,350554,1338031
8125,20374604,349551,1296026
8126,21149203,412295,1398329
8127,20422026,411208,1519374
8128,20542062,409055,1455414
8129,21114289,369885,1420455
8130,22593676,377678,1347346
8131,22152585,413841,1431317
8132,21435618,426935,1543676
8133,21112252,359748,1386951
8134,20525785,349268,1561597
8135,19769442,349732,1341841
8136,21031087,390574,1413133
8137,20727468,362143,1348273
8138,20779906,362125,1374046
8139,20189329,414621,1584384
8140,19636161,532336,1541491
8141,20458621,406219,1512639
8142,21173590,351072,1560357
8143,20111596,353540,1297223
8144,20430049,363887,1385933
8145,20891108,349339,1475892
8146,20607340,349464,1296759
8147,20780988,350154,1298180
8148,20106647,350085,1298558
8149,21724185,398183,1607592
8150,20019331,374435,1386232
8151,20833964,375083,1399635
8152,19994184,509852,1300433
8153,20663449,438124,1660214
8154,21699205,349714,1414336
8155,23686525,414686,1564111
8156,21382023,349584,1382379
8157,20920306,457922,1370849
8158,20160466,350656,1299703
8159,20723238,403972,1466009
8160,19777316,414538,1503886
8161,20564776,350042,1631613
8162,21313679,424702,1417385
8163,21322704,436612,1622959
8164,20647670,351189,1566418
8165,19636620,389109,1635167
8166,20127539,350383,1300067
8167,21065099,404522,1512497
8168,21627875,362116,1363075
8169,20315004,359946,1338037
8170,20007609,415373,1416431
8171,23286878,1277563,1635339
8172,19976682,349286,1303503
8173,20222458,466231,1344353
8174,20933881,928173,1505959
8175,21266018,350400,1304641
8176,20777407,398353,1366173
8177,21857858,360888,1338314
8178,21463565,464841,1599870
8179,21306938,359416,1393141
8180,20716566,393884,1410776
8181,22989248,561353,1744852
8182,22091517,381570,1429816
8183,20558107,480264,1710326
8184,20024177,352242,1863868
8185,20924278,350858,1620329
8186,19749174,516449,1354180
8187,22173776,418984,1529382
8188,20326183,420472,1583752
8189,20689278,400148,1438974
8190,20170142,351238,1424824
8191,20300191,361415,1357608
8192,20039754,350222,1349726
8193,21128371,375174,1349893
8194,20437605,364650,1344187
8195,21713982,412642,1429723
8196,20100715,381696,1447765
8197,20624476,396951,1436158
8198,21323149,350512,1807539
8199,21049117,406354,1586519
8200,23368167,477310,1608066
8201,22420649,419391,1558661
8202,21309211,360206,1379322
8203,20357325,361062,1348398
8204,21314233,361624,1355270
8205,21638611,352530,1416497
8206,21367794,383198,1422040
8207,22417817,361811,1352654
8208,20408401,361831,1346205
8209,21306447,395843,1502124
8210,22094654,351629,1308926
8211,21014468,352147,1426644
8212,21056657,352262,1566637
8213,20793468,362381,1346349
8214,21379281,382828,1344872
8215,21459313,362253,1346887
8216,21744903,420548,1550353
8217,21126416,353322,1310225
8218,21881199,362475,1349240
8219,21503975,413701,1385569
8220,20388467,541912,1311394
8221,21723133,434823,1581768
8222,24700638,450613,1678465
8223,20053327,353466,1394752
8224,20793150,366636,1364540
8225,21034658,451697,1456811
8226,21392969,373913,1508331
8227,20682167,356493,1633209
8228,21216600,385621,1399061
8229,20280011,482348,1358922
8230,23023428,461534,1532937
8231,20340527,386544,1452862
8232,21686100,487328,1495156
8233,20329574,633263,1408091
8234,21159446,364133,1421433
8235,20643951,354053,1516868
8236,21152320,357053,1395627
8237,20948957,385954,1392519
8238,21221695,368765,1435732
8239,22907148,366983,1421002
8240,20722928,452359,1539256
8241,21011472,356114,1394743
8242,28743410,398297,1538969
8243,21604349,363026,1362881
8244,21055779,367621,1443873
8245,20562068,367036,1353003
8246,20265911,359790,1404606
8247,20118220,534842,1646333
8248,22226600,511133,1642270
8249,20446818,499521,1392405
8250,21023079,359081,1373967
8251,22005277,358719,1318558
8252,20820639,371884,1358550
8253,20063738,429424,1678503
8254,22566945,373935,1357571
8255,21869759,448367,1523782
8256,21028145,385373,1364839
8257,21004002,370277,1368170
8258,20472954,537194,1579494
8259,20845210,423314,1625027
8260,25225282,439974,1659719
8261,21974724,407578,1567876
8262,21616248,373432,1407218
8263,23722462,407635,1435199
8264,20361849,377423,1470863
8265,21523798,356832,1488425
8266,21845559,404981,1434279
8267,21086710,402799,1395480
8268,22313393,485711,1510386
8269,21379041,357472,1443869
8270,21365640,412786,1410649
8271,21833467,367142,1459687
8272,22034156,368576,1417307
8273,20932970,434558,1712710
8274,21520448,367871,1374704
8275,20595214,363536,1529316
8276,20732697,402374,1359667
8277,20932966,359709,1488699
8278,20774045,398237,1513498
8279,20774785,360159,1356229
8280,21097031,391092,1455278
8281,22296012,366232,1777623
8282,22461452,358230,1472949
8283,20952324,434814,1476274
8284,21220847,359573,1371658
8285,21386917,383616,1614013
8286,20751791,385350,1404846
8287,20402789,387186,1455050
8288,20986491,371869,1367913
8289,20813961,398193,1483877
8290,20828000,391786,1448198
8291,21650951,360190,1464404
8292,22132763,372073,1481853
8293,21008535,394669,1533216
8294,21672927,462762,1476627
8295,21452629,360575,1380103
8296,23347560,400773,1558484
8297,20928242,394408,1409928
8298,21867781,370634,1368508
8299,21028382,448148,1429978
8300,20788336,464367,1423685
8301,22915834,399706,1490370
8302,21212076,361285,1327843
8303,21530841,373157,1365074
8304,22287290,392546,1568954
8305,22526191,373116,1383821
8306,20427924,361797,1329639
8307,21322502,361190,1483254
8308,21109705,383542,1613200
8309,21639055,393537,1461222
8310,22124172,373849,1365993
8311,21465992,365136,1521932
8312,22043727,392457,1460402
8313,21175521,361866,1378440
8314,21254998,437896,1553274
8315,21981733,435425,1560846
8316,20949197,362338,1380439
8317,21131953,375693,1418691
8318,21013664,361461,1426978
8319,21448386,360970,1412393
8320,20720526,364826,1329910
8321,21553356,363147,1553539
8322,22490043,453016,1559106
8323,21759118,534014,2450887
8324,20911081,362090,1557656
8325,21502575,421061,1539688
8326,21703944,419776,1542942
8327,21808395,362928,1420922
8328,22007145,479564,1393842
8329,21605312,390812,1386176
8330,22161373,408047,1471109
8331,21553332,374576,1399114
8332,21534028,376260,1371684
8333,22066455,434259,1571915
8334,22202085,404660,1450376
8335,21799640,401695,1377555
8336,21509501,387638,1404580
8337,21297728,374141,1371865
8338,21786140,374401,1374645
8339,21487789,436185,1564717
8340,22779381,476212,1403415
8341,21215209,441230,1417336
8342,22089219,412009,1552024
8343,21313442,377933,1383975
8344,22147206,438073,1651507
8345,22944401,364596,1561265
8346,22263330,506418,1554642
8347,22319230,412680,1606583
8348,22713674,365959,1363147
8349,21234157,410664,1498953
8350,21898329,492181,1448803
8351,20995588,413222,1337125
8352,22536655,375196,1374003
8353,21779288,400579,1533108
8354,21592219,375588,1455674
8355,21053471,366324,1378080
8356,21174762,374698,1360140
8357,22990480,401281,1414648
8358,22764743,375079,1421692
8359,21102326,367170,1484477
8360,26645167,505094,1716566
8361,22058661,439954,1600878
8362,22901575,470220,1379937
8363,21747911,366941,1417779
8364,22284224,420581,1575851
8365,22356980,397185,1459618
8366,25397287,423044,1737446
8367,24931610,428226,1523905
8368,21339062,366959,1658902
8369,23546853,469524,1700174
8370,21854750,378654,1380389
8371,21749409,376982,1442170
8372,21648366,384745,1565701
8373,21113929,365611,1339133
8374,21307435,365982,1339838
8375,21335545,388515,1382530
8376,22374557,366193,1339477
8377,21934062,375120,1360776
8378,22366184,413615,1416512
8379,22596894,376202,1469613
8380,21215059,367339,1406630
8381,21869298,466434,1595312
8382,23282158,391703,1582811
8383,21757675,393983,1457844
8384,22608781,376018,1410682
8385,21689829,454833,1342518
8386,21409469,386821,1378063
8387,22228531,452276,1697201
8388,22270633,377501,1398174
8389,21499174,366683,1406210
8390,22486218,369921,1341050
8391,21374972,369896,1402648
8392,20887109,368488,1344488
8393,21306960,366271,1553158
8394,22100472,437568,1493074
8395,22121328,377011,1380521
8396,23566824,398549,1347917
8397,21300665,369576,1343700
8398,21287813,424589,1566717
8399,21033543,368651,1429991
8400,22221051,473035,1597649
8401,22212620,377440,1392023
8402,23148412,401138,1549946
8403,21714753,406553,1501754
8404,21013887,405185,1492670
8405,22738043,400523,1435331
8406,22602365,427610,1429673
8407,21766505,378355,1410558
8408,21816714,380017,1414394
8409,21307095,368584,1346056
8410,22135862,415168,1602322
8411,21604100,378517,1516249
8412,22212555,378863,1662052
8413,22030986,378750,1405403
8414,23610533,382463,1412396
8415,22767488,369342,1462007
8416,22437070,412528,1770745
8417,22303949,555971,1406151
8418,30053394,442382,1662317
8419,21669611,423847,1450702
8420,22472800,426461,1595989
8421,22449383,394988,1403518
8422,21262496,417375,1450445
8423,22073054,397373,1366253
8424,23160584,413568,1464946
8425,22141144,399673,1471127
8426,21854867,390290,1407852
8427,22685643,370115,1461951
8428,21181296,369445,1495301
8429,23641975,462416,1727876
8430,23221086,391642,1457901
8431,22507449,379423,1413727
8432,21897568,442985,1564511
8433,21269807,369408,1435754
8434,23649605,555157,1651466
8435,20815577,359380,1599339
8436,21843419,435595,1641154
8437,21963393,371457,1351306
8438,22377026,424161,1389435
8439,22464282,379846,1400158
8440,21596076,415950,1349849
8441,22019571,484097,1626277
8442,22547183,381526,1416213
8443,21907598,386176,1518606
8444,22262245,402392,1455892
8445,22213850,392081,1396605
8446,21677955,381054,1391165
8447,23260901,450449,1621815
8448,23063194,465560,1710570
8449,21873796,427846,1394987
8450,23662651,404829,1469869
8451,23692042,458007,1665071
8452,21648661,373708,1356692
8453,21707894,422309,1430868
8454,22301263,405546,1392983
8455,21467064,407970,1603645
8456,21327988,395900,1459599
8457,21260563,383278,1581763
8458,21036181,388714,1395413
8459,23210944,446099,1629599
8460,24028512,427522,1509657
8461,23135063,463889,1424127
8462,22175987,600130,1355439
8463,21693700,395430,1690827
8464,22988104,371662,1358886
8465,24052421,460659,1807994
8466,21880881,399081,1629319
8467,22371100,374658,1408149
8468,23635292,382332,1403031
8469,21707828,374915,1357464
8470,21945920,375183,1357712
8471,22735654,400973,1429514
8472,23477835,395652,1415511
8473,23227872,460547,1980146
8474,24066686,422209,1358952
8475,22101417,443472,1499064
8476,22502850,374758,1412055
8477,23179437,385877,1426811
8478,22787158,435050,1569901
8479,22332955,419227,1529107
8480,21899641,454914,1449618
8481,22452389,431747,1369377
8482,23064206,408734,1556292
8483,22138390,375401,1359484
8484,24605062,474059,1669924
8485,22053147,374730,1996148
8486,21591269,458145,1486169
8487,22092925,386480,1396903
8488,22175731,474609,1363580
8489,21992534,396364,1396694
8490,22249648,378403,1778540
8491,22549718,378933,1413593
8492,23182098,423302,1566942
8493,22115158,383887,1387846
8494,22305917,385967,1398053
8495,21206056,377455,1474417
8496,22422020,522823,1656509
8497,24005295,408333,1443834
8498,22292932,387814,1622021
8499,22351703,412036,1526095
8500,21980811,376517,1359980
8501,22024213,424011,1496423
8502,22816295,377271,1613800
8503,22207204,386306,1649589
8504,22866111,377734,1361584
8505,22823077,379159,1484919
8506,22690365,441736,1852644
8507,23696596,448954,1471014
8508,23081345,403169,1435431
8509,22127431,387992,1402148
8510,22348295,432320,1490727
8511,21261907,394539,1438277
8512,22230538,388235,1400782
8513,22700526,442651,1523086
8514,21906685,388940,1456635
8515,22421601,378397,1400204
8516,22579313,388531,1402332
8517,23382292,472870,1626300
8518,23368123,466038,1588141
8519,22490592,377332,1368136
8520,23964753,400735,1463837
8521,22623607,386993,1417764
8522,22702910,424358,1539817
8523,23649632,474756,1704471
8524,24542164,545691,1684173
8525,21734029,631968,1569511
8526,21986157,401296,1443034
8527,22814579,393334,1502407
8528,25286111,477099,1497806
8529,23067829,390136,1404799
8530,27233223,394670,1452115
8531,23002660,530339,1524522
8532,22993881,516309,1609126
8533,24203630,425000,1583070
8534,22347568,406650,1466986
8535,21714942,379902,1404954
8536,21828375,426546,1452211
8537,22539979,462007,1655104
8538,22889435,394896,1448282
8539,22917151,380178,1373602
8540,23294317,390208,1482041
8541,21690049,380680,1375119
8542,23038890,592213,2166566
8543,21843773,403789,1429536
8544,21922656,495635,1438816
8545,22795312,394020,1454396
8546,23618725,433946,1499947
8547,22704790,381816,1371133
8548,22395896,392689,1410509
8549,22168463,379054,1594499
8550,22517819,392941,1967860
8551,22001729,396339,1496002
8552,22387647,409806,1408358
8553,23681917,455250,1621588
8554,22382541,416597,1768159
8555,24208257,381486,1394873
8556,22589202,403781,1418507
8557,23417843,429502,1697284
8558,25105708,411529,1528428
8559,22354137,393395,1409477
8560,22731344,457304,1543513
8561,22967870,404813,1383039
8562,22540340,392245,1381958
8563,23406135,435609,1439421
8564,22461739,429014,1372052
8565,21940319,384772,1632953
8566,22049539,416438,1556198
8567,23612903,402331,1533266
8568,22880502,433417,1598817
8569,23270919,411572,1412886
8570,22097971,392723,1412215
8571,22789510,401265,1373988
8572,21545186,392473,1422177
8573,23344145,415524,1375611
8574,23690776,407947,1466423
8575,23145476,382074,1616638
8576,22968033,382495,1374883
8577,22530303,382566,1554348
8578,23156409,462437,1668057
8579,23776041,412134,1451730
8580,22696321,394637,1414437
8581,23878883,392608,1441726
8582,22516334,598532,1462530
8583,21959091,425520,1687528
8584,22347623,394417,1415792
8585,22623323,406987,1452904
8586,23182772,384231,1424404
8587,24845033,510376,1523320
8588,22094512,407565,1466504
8589,23406278,396023,1419758
8590,22074863,425685,1528443
8591,22262622,387505,1637590
8592,23482149,396937,1457545
8593,22083032,387987,1381272
8594,22767254,395936,1416772
8595,22215272,384900,1380696
8596,23026782,485829,1579927
8597,22011886,493481,1503146
8598,23217393,546471,1380523
8599,23844498,396321,1446331
8600,22434764,399016,1435043
8601,22762888,444953,1489010
8602,22297650,374512,1394154
8603,22025576,420493,1535130
8604,22452171,402221,1597042
8605,23533903,435544,1639181
8606,23288901,580904,1488375
8607,22669251,385846,1381021
8608,22649640,447999,1597397
8609,24799274,906547,2126670
8610,23065400,394045,1425612
8611,23009483,445454,1659773
8612,22130536,396209,1478416
8613,22373556,408846,1449975
8614,22698552,418073,1502715
8615,22584042,388460,1626250
8616,23038783,419614,1504744
8617,24254770,397431,1452778
8618,22121170,397493,1424396
8619,22789771,399762,1465981
8620,22813524,423469,1483157
8621,22881092,440497,1609369
8622,22988092,454565,1622686
8623,25959182,389741,1381563
8624,22674387,434117,1562529
8625,22010087,493838,1829620
8626,22855146,439662,1627309
8627,24237286,505850,1443398
8628,24005694,397842,1476056
8629,22425192,395804,1443545
8630,22907285,398159,1422826
8631,22528275,387303,1384235
8632,24882784,478725,1707994
8633,22923257,399731,1425477
8634,22770068,486558,1799901
8635,24822310,413716,1446637
8636,22477805,401870,1453818
8637,22278393,461008,2482655
8638,22775963,386976,1383360
8639,21764213,396824,1497394
8640,24859482,398713,1441484
8641,24266872,430607,1430838
8642,29410758,410287,1521846
8643,22779754,389406,1386293
8644,22580003,388640,1566578
8645,24100245,490361,1576318
8646,22314388,414511,1469638
8647,24288585,480016,1673396
8648,22128421,405298,1469744
8649,22445694,388858,1614115
8650,22936428,388533,1385412
8651,22273744,423027,1584064
8652,24049423,421139,1427365
8653,23009064,407747,1432217
8654,23943938,432108,1993357
8655,23727892,457625,1404893
8656,22578798,389625,1388420
8657,22836553,414290,1586588
8658,23832487,402139,1486101
8659,23216044,413671,1525320
8660,22221462,429633,1515348
8661,21940979,390052,1388583
8662,22456200,429124,1521894
8663,22859830,390302,1542002
8664,22576666,481167,1645481
8665,24902968,415952,1429182
8666,22247450,387884,1424284
8667,22307351,518400,1731074
8668,23300712,435258,1562975
8669,22611867,400032,1436033
8670,22559696,399711,1439756
8671,23511593,468968,1619584
8672,24396343,491538,1718547
8673,22563753,391655,1597290
8674,23089018,390708,1391344
8675,24768913,470347,1747770
8676,23315976,446593,1479908
8677,23915171,454537,1810797
8678,24003892,452260,1721928
8679,22933747,412001,1432689
8680,22399191,550020,1892268
8681,23925895,437080,1481396
8682,24336081,444727,1434402
8683,23610902,401041,1513048
8684,22973620,402241,1431831
8685,22657836,395819,1393679
8686,23543211,392549,1787228
8687,22742347,465568,1677179
8688,23883214,519044,1757243
8689,23083591,412106,1521970
8690,24082893,391327,1444357
8691,23712559,405652,1441190
8692,22460986,575677,1958669
8693,24641591,518051,1720295
8694,23440608,430027,1435966
8695,23444873,402756,1435125
8696,24263432,404935,1532430
8697,31396751,482858,1719029
8698,24942378,421637,1475877
8699,23618800,402517,1497750
8700,23099793,522848,1589490
8701,23508108,415687,1505212
8702,22389206,394172,1572398
8703,23717276,427912,1471087
8704,23178927,405482,1433349
8705,23010144,456977,1613212
8706,23234465,411734,1434554
8707,23338385,401414,1430067
8708,22840929,449397,1626664
8709,22463670,481604,1653528
8710,23896794,405479,1434194
8711,23534718,443073,1609937
8712,24681217,515414,1628721
8713,23522301,439303,1436615
8714,23567797,440370,1591081
8715,23071455,393568,1397869
8716,23845661,392915,1400468
8717,23229444,589112,1750911
8718,22813404,533724,1495164
8719,24241362,699161,1444545
8720,24200957,404345,1457542
8721,22746113,410112,1458674
8722,24331713,396593,1396646
8723,23712107,561332,1758056
8724,24193828,456956,1551411
8725,23354468,396071,1580121
8726,23240855,432285,1487625
8727,23943181,405785,1453234
8728,22958979,396782,1401428
8729,23989735,421841,1515816
8730,23853201,475439,1470225
8731,22819591,429369,1508722
8732,25036912,563611,1619622
8733,23006395,397959,1659805
8734,23560955,424294,1487794
8735,25291843,394336,1515624
8736,23312303,434942,1462559
8737,23681450,422133,1480510
8738,24367709,406741,1723189
8739,22700215,432395,1582810
8740,23523280,444849,1602663
8741,23457895,494743,1683556
8742,22952973,406887,1440350
8743,23937431,407763,1485517
8744,22887930,430427,1517193
8745,22963962,396784,1402832
8746,23214531,396163,1848061
8747,23947974,451637,1536674
8748,23393410,396075,1402074
8749,24586912,426163,1468531
8750,24255791,396202,1444109
8751,23454492,396539,1611705
8752,28621346,493729,1748905
8753,23773160,397700,1405597
8754,24649614,400040,1655797
8755,24974730,429507,1441731
8756,26258728,397716,1400612
8757,22660043,410364,1443677
8758,24179090,461355,1691586
8759,24015029,460107,1701868
8760,23746673,407259,1454623
8761,24438828,481612,1516552
8762,24016913,397621,1408589
8763,25963029,469671,1577398
8764,23702952,406752,1544338
8765,24825437,475921,1502130
8766,23794152,452566,1542580
8767,23771302,400560,1589871
8768,23502786,446769,1540306
8769,23620289,399124,1405880
8770,23268174,441119,1612491
8771,23096559,530665,1543822
8772,22888479,413530,1480512
8773,25656362,451167,1683984
8774,23505695,397989,1568569
8775,22991109,410398,1434181
8776,23454156,409585,1456785
8777,25026121,435664,1626117
8778,24225821,439462,1471263
8779,24069421,408779,1479742
8780,24124872,454453,1539957
8781,23243655,400580,1405137
8782,23166624,398110,1489704
8783,23209400,412146,1522689
8784,23512133,410272,1479114
8785,24933788,521774,1624982
8786,23921642,410576,1450726
8787,24469821,464770,1681986
8788,23221493,399117,1493664
8789,23266501,410213,1407216
8790,24136520,404057,1592167
8791,24514235,462602,1691271
8792,25326102,474505,1700048
8793,23080314,414633,1480791
8794,24523638,481367,1696301
8795,24262944,417820,1607274
8796,24025241,412796,1449135
8797,23080900,423939,1700931
8798,24202852,466314,1470053
8799,22771980,399914,1411185
8800,23868962,423098,1564991
8801,23526105,539689,1598495
8802,25024131,412080,1511439
8803,24992346,424323,2153340
8804,25931814,411763,1452193
8805,23309300,422867,1487506
8806,23668066,498649,1585180
8807,27778595,425413,1525884
8808,24070760,403125,1843674
8809,24747834,493356,1949801
8810,23579485,403016,1417766
8811,23303160,403660,1604613
8812,23626661,403611,1414285
8813,25400178,456389,1602065
8814,23652151,452961,1474073
8815,23326474,503968,1564037
8816,23772599,426479,1477390
8817,22957342,425575,1463477
8818,23535993,403737,1414206
8819,24792333,487127,1618449
8820,24088623,415148,1510969
8821,24172781,575246,1544696
8822,23731503,401882,1455578
8823,23279669,503886,1593508
8824,23524874,438805,1485683
8825,24184071,499919,1635197
8826,24333542,447078,1524695
8827,23686012,413536,1494721
8828,25489317,413545,1458441
8829,23821681,414041,1466931
8830,24992540,407119,1415169
8831,26461841,493877,1662967
8832,25733026,506082,1609878
8833,25423095,416560,1460577
8834,23219941,445621,1494332
8835,24005176,415678,1459463
8836,23325586,403390,1557001
8837,24192524,402900,1707329
8838,24975320,402785,1638511
8839,24254352,415816,1480406
8840,23651892,419683,1418103
8841,23319098,446765,1542404
8842,24101147,487337,1567625
8843,25044833,452282,1587640
8844,24382224,414433,1481108
8845,24860735,468396,1651536
8846,23835923,403619,1415888
8847,23681649,456183,1633078
8848,23473503,403632,1418920
8849,24013818,422520,1443925
8850,23641335,464094,1529778
8851,23828132,613104,1624687
8852,24787800,440778,1593516
8853,25659153,418571,1461004
8854,23691813,412113,1521034
8855,24157654,491059,1489515
8856,24538269,415689,1504057
8857,25434364,416703,1560216
8858,23660108,417165,1543655
8859,24417409,449549,1419954
8860,23925470,454918,1630822
8861,31834506,711378,2037483
8862,24961257,420995,1543920
8863,26235923,500623,1822499
8864,23929060,407650,1529958
8865,22931355,539438,1707562
8866,25779819,511325,1636831
8867,25223865,418629,1559769
8868,24883562,419097,1515920
8869,24446838,456387,1606884
8870,23942443,483365,1589742
8871,23714659,407991,1680539
8872,23808573,406710,1421600
8873,24600630,713861,1531826
8874,24821470,505916,1616956
8875,24564831,418522,1532758
8876,24569676,425102,1534550
8877,23938391,406466,1461016
8878,24902719,458017,1487362
8879,25901993,496331,1513196
8880,24555472,574552,1833509
8881,24379868,452869,1549464
8882,24339315,450076,1504572
8883,23349458,408656,1431432
8884,25112137,471633,1534536
8885,26150191,482011,1745945
8886,25366522,418912,1465684
8887,24569489,446233,1478641
8888,23822344,406447,1505955
8889,25383360,406173,1564664
8890,24082290,466265,1571262
8891,25126138,464798,1550791
8892,24854126,454816,1594611
8893,24349040,460206,1516333
8894,24254687,579888,1571892
8895,24227779,406562,1738424
8896,24291254,428822,1461092
8897,25060544,500416,1639921
8898,24746832,435675,1612617
8899,24217087,453434,1475605
8900,24187758,410022,1435365
8901,23751552,442321,1696820
8902,25313180,473179,1597066
8903,24394488,431458,1489628
8904,23655980,437952,1478949
8905,23685988,434890,1540236
8906,24382714,436405,1431204
8907,24088787,423053,1469004
8908,24668336,408707,1485622
8909,25444978,440521,1669829
8910,25500414,535317,1570986
8911,25073194,467674,1712903
8912,24780608,408893,1469773
8913,24230959,426226,1860361
8914,23843383,409127,1428478
8915,24424219,429305,1774644
8916,24540159,422726,1506908
8917,24148094,414819,1526731
8918,24061915,411446,1426110
8919,24117192,441779,1469728
